1.872088 7.027224
3.857747 -0.308278
2.545087 -1.914889
1.957577 5.800352
4.586277 5.377591
-2.475349 0.500946
0.225989 7.725068
1.296376 2.512361
-2.541784 1.725994
0.684620 0.189649
-2.365334 -1.105807
1.868693 7.067094
1.188939 0.483423
-0.637957 -1.999100
-3.322961 4.355464
1.801718 7.691887
-2.602075 2.917611
3.375347 7.672011
-2.997869 7.999958
2.046100 4.190339
4.725367 7.341861
1.262418 1.843024
-2.816515 6.727491
-4.536200 7.955204
-3.800247 -1.989821
-0.640474 -1.999802
-3.607075 -0.795497
2.061092 3.897166
4.533387 4.400946
2.395375 -1.577447
2.027795 4.542409
1.282901 2.244995
4.598860 5.595877
1.970399 5.584311
1.577409 7.277329
-3.579273 -0.410825
2.117471 2.774552
1.012070 -1.720583
1.693218 7.983563
1.584549 7.349525
-2.374848 -0.994269
2.642202 -1.200755
-1.478810 7.897482
-3.700046 -1.718780
-2.194548 -1.985646
-1.900861 1.425944
3.567187 5.126143
-3.688215 -1.635292
-4.963867 2.970434
0.145464 7.999694
3.283304 7.999961
1.535135 6.780573
-1.729408 4.787340
0.351614 6.353446
1.892628 6.770440
-4.075064 1.017472
0.057676 7.713623
4.121559 -1.892769
3.128249 7.057236
-2.797966 6.470197
1.714879 7.999923
1.472723 5.854926
4.929982 7.777311
2.259697 0.119251
-4.532782 7.945613
-1.611689 6.711281
1.075373 -1.157192
-4.219496 3.846009
2.933018 3.824726
-1.590173 6.985550
-0.573697 -1.810752
1.874865 6.994055
2.869471 2.558138
3.376164 7.666165
0.580008 2.112529
-3.774002 -1.995766
-0.634346 -1.997209
3.664967 3.240375
-2.212396 -1.999952
-4.666504 7.629743
4.114399 -1.920255
-4.240064 4.248128
0.649563 0.795246
2.026670 4.563794
3.013633 5.345018
-2.828521 6.883173
-0.383414 0.456578
3.609487 4.333733
1.704363 7.996664
3.432186 7.150306
-4.593715 7.976930
-1.210563 6.223613
4.249005 -0.768053
-2.294416 -1.740354
-1.658775 6.018302
1.312955 2.843198
3.193818 7.676135
1.675495 7.942349
-2.840513 7.029740
1.965497 5.667739
